scheme_name,category
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2027 Index Fund Reg (G),Debt: Medium Duration
Edelweiss CRISIL IBX 5050 Gilt Plus SDL Jun 2027 Index Fund Reg (G),Debt: Medium Duration
HSBC CRISIL IBX Gilt June 2027 Index Fund Reg (G),Debt: Medium Duration
Baroda BNP Paribas Nifty SDL Dec 2026 Index Fund Reg (G),Debt: Medium Duration
Bandhan Crisil IBX 90:10 SDL Plus Gilt- November 2026 Index Fund Reg (G),Debt: Medium Duration
Bandhan CRISIL IBX Gilt June 2027 Index Fund Reg (G),Debt: Medium Duration
Aditya Birla SL CRISIL IBX Gilt June 2027 Index Fund Reg (G),Debt: Medium Duration
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund Reg (G),Debt: Medium Duration
HDFC Nifty SDL Oct 2026 Index Fund Reg (G),Debt: Medium Duration
Nippon India Nifty AAA PSU Bond Plus SDL Sep 2026 Maturity 50:50 Index Fund Reg (G),Debt: Medium Duration
HSBC Medium Duration Fund (G),Debt: Medium Duration
Invesco India Nifty G-sec Sep 2032 Index Fund Reg (G),Debt: Medium Duration
HDFC Medium Term Debt Fund (G),Debt: Medium Duration
Bandhan Crisil IBX Gilt April 2032 Index Fund Reg (G),Debt: Medium Duration
Edelweiss NIFTY PSU Bond Plus SDL Index Fund 2026 Reg (G),Debt: Medium Duration
Kotak Nifty SDL Jul 2026 Index Fund Reg (G),Debt: Medium Duration
DSP Bond Fund Reg (G),Debt: Medium Duration
DSP Bond Fund (G) 54EA Benefits,Debt: Medium Duration
DSP Bond Fund (G) 54EB Benefits,Debt: Medium Duration
SBI Medium Duration Fund Reg (G),Debt: Medium Duration
Tata CRISIL-IBX Gilt Index April 2026 Index Fund Reg (G),Debt: Medium Duration
Aditya Birla SL CRISIL IBX Gilt April 2026 Index Fund Reg (G),Debt: Medium Duration
Bandhan Crisil IBX Gilt April 2026 Index Fund Reg (G),Debt: Medium Duration
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund Reg (G),Debt: Medium Duration
Invesco India Medium Duration Fund Reg (G),Debt: Medium Duration
UTI Medium Duration Fund Reg (G),Debt: Medium Duration
Bandhan Medium Duration Fund Reg (G),Debt: Medium Duration
Aditya Birla SL CRISIL IBX SDL Jun 2032 Index Fund Reg (G),Debt: Medium Duration
Kotak Nifty SDL Jul 2033 Index Fund Reg (G),Debt: Medium Duration
Sundaram Medium Duration Fund Reg (G),Debt: Medium Duration
Bandhan CRISIL-IBX 10:90 Gilt + SDL Index Reg (G),Debt: Medium Duration
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund (G),Debt: Medium Duration
ICICI Pru Equity & Debt Fund (G),Hybrid: Aggressive
SBI Equity Hybrid Fund Reg (G),Hybrid: Aggressive
Bandhan Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
Mirae Asset Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
Aditya Birla SL Dynamic Asset Allocation Omni FOF Reg (G),Hybrid: Aggressive
Mahindra Manulife Aggressive Hybrid Fund (G),Hybrid: Aggressive
Aditya Birla SL Equity Hybrid 95 Fund Reg (G),Hybrid: Aggressive
Nippon India Aggressive Hybrid Fund (G),Hybrid: Aggressive
Bandhan Aggressive Hybrid Passive FOF (G),Hybrid: Aggressive
Canara Robeco Equity Hybrid Fund Reg (G),Hybrid: Aggressive
UTI Aggressive Hybrid Fund (G),Hybrid: Aggressive
Union Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
Groww Aggressive Hybrid Fund (G),Hybrid: Aggressive
Sundaram Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
Shriram Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
Edelweiss Aggressive Hybrid Fund (G),Hybrid: Aggressive
DSP Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
Union Childrens Fund Reg (G),Hybrid: Aggressive
HDFC Hybrid Equity Fund (G),Hybrid: Aggressive
Axis Aggressive Hybrid Fund (G),Hybrid: Aggressive
HDFC Retirement Savings Fund Hybrid Equity Reg (G),Hybrid: Aggressive
Quant Aggressive Hybrid Fund (G),Hybrid: Aggressive
Tata Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
LIC MF Aggressive Hybrid Fund (G),Hybrid: Aggressive
Kotak Aggressive Hybrid (G),Hybrid: Aggressive
Franklin India Aggressive Hybrid Fund (G),Hybrid: Aggressive
HSBC Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
HSBC Aggressive Hybrid Active FOF Reg (G),Hybrid: Aggressive
Baroda BNP Paribas Aggressive Hybrid Fund Reg (G),Hybrid: Aggressive
PGIM India Aggressive Hybrid Equity Fund Reg (G),Hybrid: Aggressive
NAVI Aggressive Hybrid Fund (G),Hybrid: Aggressive
Invesco India Aggressive Hybrid Fund (G),Hybrid: Aggressive
Bank of India Mid & Small Cap Equity & Debt Fund Reg (G),Hybrid: Aggressive
JM Aggressive Hybrid Fund (G),Hybrid: Aggressive
ICICI Pru Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Aditya Birla SL Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Bank of India Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Mirae Asset Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
SBI Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Baroda BNP Paribas Balanced Advantage Fund (G),Hybrid: Balanced Advantage
DSP Dynamic Asset Allocation Reg (G),Hybrid: Balanced Advantage
Bajaj Finserv Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
UTI Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
WhiteOak Capital Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
HDFC Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Edelweiss Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Axis Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Nippon India Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Helios Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Bandhan Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Kotak Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Union Balanced Advantage Fund (G),Hybrid: Balanced Advantage
PGIM India Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Sundaram Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Tata Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Mahindra Manulife Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
ITI Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Parag Parikh Dynamic Asset Allocation Fund Reg (G),Hybrid: Balanced Advantage
Canara Robeco Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Franklin India Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Invesco India Balanced Advantage Fund (G),Hybrid: Balanced Advantage
HSBC Balanced Advantage Fund (G),Hybrid: Balanced Advantage
Shriram Balanced Advantage Fund (G,Hybrid: Balanced Advantage
LIC MF Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
NJ Balanced Advantage Fund Reg (G),Hybrid: Balanced Advantage
Unifi Dynamic Asset Allocation Fund Reg (G),Hybrid: Balanced Advantage
SBI Dynamic Asset Allocation Active FoF Reg (G),Hybrid: Balanced Advantage
Quant Dynamic Asset Allocation Fund Reg (G),Hybrid: Balanced Advantage
Samco Dynamic Asset Allocation Fund Reg (G),Hybrid: Balanced Advantage
Motilal Oswal Balance Advantage Fund Reg (G),Hybrid: Balanced Advantage
ICICI Pru MidCap Fund (G),Equity: Mid Cap
HDFC Mid Cap Fund (G),Equity: Mid Cap
Mirae Asset Mid Cap Fund Reg (G),Equity: Mid Cap
WhiteOak Capital Mid Cap Fund Reg (G),Equity: Mid Cap
Invesco India Mid Cap Fund (G),Equity: Mid Cap
Canara Robeco Mid Cap Fund Reg (G),Equity: Mid Cap
Sundaram Mid Cap Fund Reg (G),Equity: Mid Cap
Union MidCap Fund Reg (G),Equity: Mid Cap
Tata Mid Cap Fund Reg (G),Equity: Mid Cap
Nippon India Growth Mid Cap Fund (G),Equity: Mid Cap
Edelweiss Mid Cap Fund Reg (G),Equity: Mid Cap
HSBC Midcap Fund Reg (G),Equity: Mid Cap
ITI Mid Cap Fund Reg (G),Equity: Mid Cap
Aditya Birla SL Mid Cap Fund Plan Reg (G),Equity: Mid Cap
Baroda BNP Paribas Midcap Fund Reg (G),Equity: Mid Cap
DSP Mid cap Fund Reg (G),Equity: Mid Cap
Kotak Midcap Fund (G),Equity: Mid Cap
Axis Midcap Fund (G),Equity: Mid Cap
Mahindra Manulife Mid Cap Fund Reg (G),Equity: Mid Cap
Franklin India Mid Cap Fund (G),Equity: Mid Cap
PGIM India Midcap Fund Reg (G),Equity: Mid Cap
UTI Mid Cap Fund (G),Equity: Mid Cap
Taurus Mid Cap Fund (G),Equity: Mid Cap
Helios Mid Cap Fund Reg (G),Equity: Mid Cap
Bank of India Mid Cap Fund (G),Equity: Mid Cap
SBI Midcap Fund Reg (G),Equity: Mid Cap
Bandhan Midcap Fund Reg (G),Equity: Mid Cap
JM Midcap Fund Reg (G),Equity: Mid Cap
LIC MF Midcap Fund Reg (G),Equity: Mid Cap
Motilal Oswal Midcap Fund Reg (G),Equity: Mid Cap
Quant MidCap Fund (G),Equity: Mid Cap
Helios Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
SBI Large & Midcap Fund Reg (G),Equity: Large & Mid Cap
ICICI Pru Multi Sector Passive FOF (G),Equity: Large & Mid Cap
WhiteOak Capital Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
ICICI Pru Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Kotak Large & Midcap Fund (G),Equity: Large & Mid Cap
Mirae Asset Large & Midcap Fund Reg (G),Equity: Large & Mid Cap
Bandhan Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
DSP Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Mirae Asset Diversified Equity Allocator Passive FOF Reg (G),Equity: Large & Mid Cap
UTI Large & Mid Cap Fund (G),Equity: Large & Mid Cap
Invesco India Large & Mid Cap Fund (G),Equity: Large & Mid Cap
HDFC Nifty LargeMidcap 250 Index Fund Reg (G),Equity: Large & Mid Cap
Franklin India Large & Mid Cap Fund (G),Equity: Large & Mid Cap
HDFC Large And Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Edelweiss Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Nippon India Vision Large & Mid Cap Fund (G),Equity: Large & Mid Cap
Sundaram Large and Mid Cap Fund (G),Equity: Large & Mid Cap
Aditya Birla SL Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
PGIM India Large and Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Bajaj Finserv Large and Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Mahindra Manulife Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Union Large & MidCap Fund (G),Equity: Large & Mid Cap
Axis Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Bank of India Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Baroda BNP Paribas Large and Mid Cap Fund Reg (G),Equity: Large & Mid Cap
HSBC Large & Mid Cap Fund (G),Equity: Large & Mid Cap
Canara Robeco Large and Mid Cap Fund Reg (G),Equity: Large & Mid Cap
NAVI Large & Midcap Fund Reg (G),Equity: Large & Mid Cap
Tata Large & Mid Cap Fund (G),Equity: Large & Mid Cap
ITI Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Groww Nifty 200 E T F FoF (G),Equity: Large & Mid Cap
Samco Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
SBI Nifty200 Momentum 30 Index Fund (G),Equity: Large & Mid Cap
JM Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Motilal Oswal Large and Midcap Fund Reg (G),Equity: Large & Mid Cap
LIC Large & Mid Cap Fund Reg (G),Equity: Large & Mid Cap
Quant Large and Mid Cap Fund (G),Equity: Large & Mid Cap
Baroda BNP Paribas Childrens Fund Reg (G),Solution: Children Equity
Aditya Birla SL Bal Bhavishya Yojna Reg (G),Solution: Children Equity
ICICI Pru Childrens Fund Reg,Solution: Children Equity
SBI Childrens Fund Investment Plan Reg (G),Solution: Children Equity
Axis Childrens Fund Reg (G),Solution: Children Equity
Axis Childrens Fund Reg (Lock in) (G),Solution: Children Equity
UTI Childrens Equity Fund (G),Solution: Children Equity
HDFC Childrens Fund Regular Plan,Solution: Children Equity
HDFC Childrens Fund(Lock-in),Solution: Children Equity
Tata Childrens Fund Reg (G),Solution: Children Equity
LIC Childrens Fund (G),Solution: Children Equity
Aditya Birla SL ELSS Tax Saver Fund (ELSS U/S 80C of IT ACT) Reg (G),Equity: ELSS
HDFC ELSS Tax saver Reg (G),Equity: ELSS
360 One ELSS Tax Saver Nifty 50 Index Fund Reg (G),Equity: ELSS
Navi ELSS Tax Saver Nifty 50 Index Fund Reg (G),Equity: ELSS
Mirae Asset ELSS Tax Saver Fund Reg (G),Equity: ELSS
ICICI Pru ELSS Tax Saver Fund Reg (G),Equity: ELSS
DSP ELSS Tax Saver Fund Reg Fund (G),Equity: ELSS
Edelweiss ELSS Tax Saver Fund (G),Equity: ELSS
Sundaram ELSS Tax Saver Fund Reg (G),Equity: ELSS
Baroda BNP Paribas ELSS Tax Saver Fund Reg (G),Equity: ELSS
Nippon India ELSS Tax Saver Fund (G),Equity: ELSS
Mahindra Manulife ELSS Tax Saver Fund Reg (G),Equity: ELSS
Bandhan ELSS Tax saver Fund Reg (G),Equity: ELSS
UTI ELSS Tax Saver Fund (G),Equity: ELSS
Union ELSS Tax Saver Fund (G),Equity: ELSS
SBI ELSS Tax Saver Fund Reg (G),Equity: ELSS
Canara Robeco ELSS Tax Saver Fund Reg (G),Equity: ELSS
Axis ELSS Tax Saver Fund (G),Equity: ELSS
Tata ELSS Fund Reg (G),Equity: ELSS
WhiteOak Capital ELSS Tax Saver Fund Reg (G),Equity: ELSS
Parag Parikh ELSS Tax Saver Fund (G),Equity: ELSS
Kotak ELSS Tax Saver Fund (G),Equity: ELSS
Franklin India ELSS Tax Saver Fund (G),Equity: ELSS
Quantum ELSS Tax Saver Fund Reg (G),Equity: ELSS
ITI ELSS Tax Saver Fund Reg (G),Equity: ELSS
HSBC ELSS Tax Saver Fund (G),Equity: ELSS
Navi ELSS Tax Saver Fund Reg (G),Equity: ELSS
Quant ELSS Tax Saver Fund (G),Equity: ELSS
HSBC Tax Saver Equity Fund (G),Equity: ELSS
JM ELSS Tax Saver Fund (G),Equity: ELSS
Groww ELSS Tax Saver Fund Reg (G),Equity: ELSS
PGIM India ELSS Tax Saver Fund Regular (G),Equity: ELSS
Shriram ELSS Tax Saver Fund (G),Equity: ELSS
LIC MF ELSS Tax Saver (G),Equity: ELSS
Bajaj Finserv ELSS Tax Saver Fund Reg (G),Equity: ELSS
Bank of India ELSS Tax Saver Fund Reg (G),Equity: ELSS
Taurus ELSS Tax Saver Fund (G),Equity: ELSS
Invesco India ELSS Tax Saver Fund (G),Equity: ELSS
Motilal Oswal ELSS Tax Saver Fund Reg(G),Equity: ELSS
NJ ELSS Tax Saver Scheme Reg (G),Equity: ELSS
Samco ELSS Tax Saver Fund Reg (G),Equity: ELSS
WhiteOak Capital Large Cap Fund Reg (G),Equity: Large Cap
Bandhan Large Cap Fund Reg (G),Equity: Large Cap
ICICI Pru Large Cap Fund Reg (G),Equity: Large Cap
Franklin India Large Cap Fund (G),Equity: Large Cap
Groww Large Cap Fund (G),Equity: Large Cap
Quantum Nifty 50 E T F Fund of Fund Reg (G),Equity: Large Cap
Bajaj Finserv Large Cap Fund Reg (G),Equity: Large Cap
Aditya Birla SL Large Cap Fund Reg (G),Equity: Large Cap
Kotak Large Cap Fund (G),Equity: Large Cap
SBI Large Cap Fund Reg (G),Equity: Large Cap
Mirae Asset Large Cap Fund Reg (G),Equity: Large Cap
Bank of India Large Cap Fund Reg (G),Equity: Large Cap
Mahindra Manulife Large Cap Fund (G),Equity: Large Cap
Nippon India Large Cap Fund (G),Equity: Large Cap
Tata Large Cap Fund Reg (G),Equity: Large Cap
HDFC Large Cap Fund (G),Equity: Large Cap
Canara Robeco Large Cap Fund (G),Equity: Large Cap
HSBC Large Cap Fund (G),Equity: Large Cap
DSP Large Cap Fund Reg (G),Equity: Large Cap
Motilal Oswal Large Cap Fund Reg (G),Equity: Large Cap
Axis Large Cap Fund (G),Equity: Large Cap
PGIM India Large Cap Fund Reg (G),Equity: Large Cap
Invesco India Largecap Fund (G),Equity: Large Cap
Edelweiss Large Cap Fund (G),Equity: Large Cap
UTI Large Cap Fund Reg (G),Equity: Large Cap
Sundaram Large Cap Fund Reg (G),Equity: Large Cap
Union Largecap Fund Reg (G),Equity: Large Cap
Taurus Large Cap Fund (G),Equity: Large Cap
JM Large Cap Fund (G),Equity: Large Cap
Baroda BNP Paribas Large Cap Fund Reg (G),Equity: Large Cap
ITI Large Cap Fund Reg (G),Equity: Large Cap
LIC Large Cap Fund (G),Equity: Large Cap
Mirae Asset Nifty 200 Alpha 30 E T F FoF Reg Growth,Equity: Large Cap
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund Reg (G),Equity: Large Cap
Quant Large Cap Fund Reg (G),Equity: Large Cap
Samco Large Cap Fund (G),Equity: Large Cap
Nippon India BSE Sensex Next 30 Index Fund (G),Equity: Large Cap
SBI Nifty100 Low Volatility 30 Index Fund (G),Equity: Large Cap
Aditya Birla SL US Treasury 1-3 year Bond E T F FoF Reg (G),Debt: Short Duration
HDFC Nifty G-Sec Apr 2029 Index Fund Reg (G),Debt: Short Duration
Edelweiss CRISIL IBX AAA Financial Services Jan 2028 Index Fund Reg (G),Debt: Short Duration
Axis CRISIL-IBX AAA Bond NBFC-HFC Jun 2027 Index Fund Reg (G),Debt: Short Duration
Kotak CRISIL IBX AAA Financial Services Index Sep 2027 Fund Reg (G),Debt: Short Duration
Axis CRISIL-IBX AAA Bond NBFC Jun 2027 Index Fund Reg (G),Debt: Short Duration
Aditya Birla SL CRISIL IBX AAA NBFC HFC Index-Sep 2026 Fund Reg (G),Debt: Short Duration
ICICI Pru Short Term Fund (G),Debt: Short Duration
HDFC Nifty G-Sec Jun 2027 Index Reg (G),Debt: Short Duration
Axis Short Duration Fund (G),Debt: Short Duration
Nippon India Short Duration Fund (G),Debt: Short Duration
HDFC Short Term Debt Fund (G),Debt: Short Duration
SBI Short Term Debt Fund Reg (G),Debt: Short Duration
HDFC Nifty G-Sec Sep 2032 Index Reg (G),Debt: Short Duration
Aditya Birla SL Short Term Fund Reg (G),Debt: Short Duration
HSBC Short Duration Fund Reg (G),Debt: Short Duration
HDFC Nifty G-sec Dec 2026 Index Reg (G),Debt: Short Duration
Bandhan Short Duration Fund Reg (G),Debt: Short Duration
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund Reg (G),Debt: Short Duration
Trust Short Duration Fund Reg (G),Debt: Short Duration
Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund Reg (G),Debt: Short Duration
Invesco India Short Duration Fund (G),Debt: Short Duration
Aditya Birla SL CRISIL IBX Financial Services 3 to 6 Months Debt Index Fund Reg (G),Debt: Short Duration
Sundaram Short Duration Fund Reg (G),Debt: Short Duration
Baroda BNP Paribas Short Duration Fund (G),Debt: Short Duration
UTI Short Duration Fund Inst Reg (G),Debt: Short Duration
Groww Short Duration Fund Reg (G),Debt: Short Duration
Mirae Asset Short Duration Fund Reg (G),Debt: Short Duration
HDFC Nifty G-Sec Jun 2036 Index Fund Reg (G),Debt: Short Duration
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2025 Index Fund (G),Debt: Short Duration
Kotak Bond STP (G),Debt: Short Duration
DSP Short Term Fund Reg (G),Debt: Short Duration
JM Short Duration Fund Reg (G),Debt: Short Duration
Mahindra Manulife Short Duration Fund Reg (G),Debt: Short Duration
Bank of India ST Income Reg (G),Debt: Short Duration
LIC MF Short Duration Fund Reg (G),Debt: Short Duration
Union Short Duration Fund Reg (G),Debt: Short Duration
Canara Robeco Short Duration Fund Reg (G),Debt: Short Duration
Tata Short Term Bond Fund Reg (G),Debt: Short Duration
Aditya Birla SL Nifty SDL Sep 2025 Index Fund Reg (G),Debt: Short Duration
ICICI Pru CRISIL-IBX AAA Bond Financial Services Index Dec 2026 Fund Reg (G),Debt: Short Duration
Kotak CRISIL-IBX AAA Bond Financial Services Index Dec 2026 Fund (G),Debt: Short Duration
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund Reg (G),Debt: Short Duration
Aditya Birla SL Crisil-IBX Financial Services 9-12 Months Debt Index Fund (G),Debt: Short Duration
ICICI Pru Dividend Yield Equity Fund Reg (G),Equity: Dividend Yield
Tata Dividend Yield Fund Reg (G),Equity: Dividend Yield
UTI Dividend Yield Plan (G),Equity: Dividend Yield
SBI Dividend Yield Fund Reg (G),Equity: Dividend Yield
Aditya Birla SL Dividend Yield Fund Reg (G),Equity: Dividend Yield
SUNDARAM DIVIDEND YIELD FUND REG (G),Equity: Dividend Yield
HDFC Dividend Yield Fund Reg (G),Equity: Dividend Yield
Franklin India Dividend Yield Fund (G),Equity: Dividend Yield
LIC MF Dividend Yield Fund (G),Equity: Dividend Yield
ICICI Pru Retirement Fund Hybrid Conservative Plan (G),Solution: Retirement Debt
Aditya Birla SL Retirement Fund 50s Plan (G),Solution: Retirement Debt
UTI Retirement Fund Reg (G),Solution: Retirement Debt
ICICI Pru Retirement Fund Pure Debt Plan (G),Solution: Retirement Debt
HDFC Retirement Savings Fund Hybrid Debt Reg (G),Solution: Retirement Debt
Franklin India Retirement Fund (G),Solution: Retirement Debt
Aditya Birla SL Retirement Fund 50s Plus Debt Plan (G),Solution: Retirement Debt
Axis Retirement Fund Conservative Plan (G),Solution: Retirement Debt
SBI Retirement Benefit Fund Conservative Reg (G),Solution: Retirement Debt
SBI Retirement Benefit Fund Conservative Hybrid Reg (G),Solution: Retirement Debt
Tata Retirement Savings Fund Conservative (G),Solution: Retirement Debt
Nippon India Retirement Fund Income Generation Scheme (G),Solution: Retirement Debt
Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF Reg (G),Debt: Money Market
UTI Money Market Fund Reg (G),Debt: Money Market
Franklin India Money Market Fund Reg (G),Debt: Money Market
ICICI Pru Money Market Fund Reg (G),Debt: Money Market
Axis Money Market Fund (G),Debt: Money Market
Nippon India Money Market Fund (G),Debt: Money Market
Kotak Money Market Fund Reg (G),Debt: Money Market
Tata Money Market Fund (G),Debt: Money Market
HDFC Money Market Fund (G),Debt: Money Market
Bandhan Money Market Fund Reg (G),Debt: Money Market
Sundaram Money Market Fund (G),Debt: Money Market
Aditya Birla SL Money Manager Fund Reg (G),Debt: Money Market
Baroda BNP Paribas Money Market Fund (G),Debt: Money Market
HSBC Money Market Fund (G),Debt: Money Market
Invesco India Money Market Fund (G),Debt: Money Market
Mirae Asset Money Market Fund (G),Debt: Money Market
PGIM India Money Market Fund (G),Debt: Money Market
SBI Savings Fund Reg (G),Debt: Money Market
DSP Savings Fund Reg (G),Debt: Money Market
Trust Money Market Fund Reg (G),Debt: Money Market
Bajaj Finserv Money Market Fund Reg (G),Debt: Money Market
LIC Money Market Fund Reg (G),Debt: Money Market
Edelweiss Money Market Fund Reg (G),Debt: Money Market
Union Money Market Fund (G),Debt: Money Market
Bank of India Money Market Fund (G),Debt: Money Market
Groww Money Market Fund Reg (G),Debt: Money Market
Nippon India Conservative Hybrid Fund (G),Hybrid: Conservative
Bandhan Conservative Hybrid Passive FOF (G),Hybrid: Conservative
Aditya Birla SL Regular Savings Fund Reg (G),Hybrid: Conservative
ICICI Pru Regular Savings Fund (G),Hybrid: Conservative
Aditya Birla SL Conservative Hybrid Active FOF Reg (G),Hybrid: Conservative
DSP Regular Savings Fund Reg (G),Hybrid: Conservative
Parag Parikh Conservative Hybrid Fund Reg (G),Hybrid: Conservative
SBI Conservative Hybrid Fund Reg (G),Hybrid: Conservative
Axis Conservative Hybrid Fund (G),Hybrid: Conservative
Bandhan Conservative Hybrid Fund (G),Hybrid: Conservative
Franklin India Conservative Hybrid Fund (G),Hybrid: Conservative
UTI Conservative Hybrid Fund (G),Hybrid: Conservative
Baroda BNP Paribas Conservative Hybrid Reg (G),Hybrid: Conservative
HDFC Hybrid Debt Fund (G),Hybrid: Conservative
LIC MF Conservative Hybrid Fund (G),Hybrid: Conservative
Kotak Debt Hybrid (G),Hybrid: Conservative
Canara Robeco Conservative Hybrid Fund Reg (G),Hybrid: Conservative
Bank of India Conservative Hybrid Fund Reg (G),Hybrid: Conservative
Sundaram Conservative Hybrid Fund Reg (G),Hybrid: Conservative
HSBC Conservative Hybrid Fund (G),Hybrid: Conservative
Kotak Contra Fund (G),Equity: Contra
SBI Contra Fund Reg (G),Equity: Contra
Invesco India Contra Fund (G),Equity: Contra
Mirae Asset Small Cap Fund Reg (G),Equity: Small Cap
Quantum Small Cap Fund Reg (G),Equity: Small Cap
Sundaram Small Cap Fund Reg (G),Equity: Small Cap
Trust Small Cap Fund Reg (G),Equity: Small Cap
Bandhan Small Cap Fund Reg (G),Equity: Small Cap
Bajaj Finserv Small Cap Fund (G),Equity: Small Cap
Helios Small Cap Fund (G),Equity: Small Cap
Samco Small Cap Fund Reg (G),Equity: Small Cap
PGIM India Small Cap Fund Reg (G),Equity: Small Cap
HDFC Small Cap Fund (G),Equity: Small Cap
Invesco India Smallcap Fund Reg (G),Equity: Small Cap
Axis Small Cap Fund Reg (G),Equity: Small Cap
Edelweiss Small Cap Fund (G),Equity: Small Cap
ICICI Pru Smallcap Fund Reg (G),Equity: Small Cap
DSP Small cap Fund Reg (G),Equity: Small Cap
Canara Robeco Small Cap Fund Reg (G),Equity: Small Cap
Mahindra Manulife Small Cap Fund Reg (G),Equity: Small Cap
Aditya Birla SL Small Cap Fund Reg (G),Equity: Small Cap
Union Small Cap Fund Reg (G),Equity: Small Cap
Baroda BNP Paribas Small Cap Fund Reg (G),Equity: Small Cap
ITI Small Cap Fund Reg (G),Equity: Small Cap
SBI Small Cap Fund Reg (G),Equity: Small Cap
Nippon India Small Cap Fund (G),Equity: Small Cap
UTI Small Cap Fund Reg (G),Equity: Small Cap
Quant Small Cap Fund (G),Equity: Small Cap
ICICI Pru Nifty Smallcap 250 Index Fund Reg (G),Equity: Small Cap
Motilal Oswal Small Cap Fund Reg (G),Equity: Small Cap
Franklin India Small Cap Fund (G),Equity: Small Cap
JM Small Cap Fund Reg (G),Equity: Small Cap
Bank of India Smallcap Fund Reg (G),Equity: Small Cap
Kotak Smallcap Fund (G),Equity: Small Cap
HSBC Small Cap Fund Reg (G),Equity: Small Cap
Tata Smallcap Fund Reg (G),Equity: Small Cap
LIC MF Smallcap Fund Reg (G),Equity: Small Cap
Mirae Asset Equity Savings Fund Reg (G),Hybrid: Equity Savings
Aditya Birla SL Equity Savings Fund Reg (G),Hybrid: Equity Savings
UTI Equity Savings Fund Reg (G),Hybrid: Equity Savings
Edelweiss Equity Savings Fund Reg (G),Hybrid: Equity Savings
Kotak Equity Savings Fund Reg (G),Hybrid: Equity Savings
ICICI Pru Equity Savings Fund (G),Hybrid: Equity Savings
Baroda BNP Paribas Equity Savings Fund Reg (G),Hybrid: Equity Savings
HDFC Equity Savings Fund (G),Hybrid: Equity Savings
Mahindra Manulife Equity Savings Fund Reg (G),Hybrid: Equity Savings
Tata Equity Savings Fund Reg (G),Hybrid: Equity Savings
